id1;id2;class
1735;16733;DPL
1735;10614;DPL
1735;5894;DPL
1498;5947;DPL
1498;48912;DPL
1498;25920;DPL
1498;24138;DPL
1498;66239;DPL
1498;11491;DPL
1498;20109;DPL
1498;19548;DPL
991;30792;DPL
1702;35915;DPL
1577;26541;DPL
1577;24079;DPL
800;32716;DPL
498;20737;DPL
1628;8085;DPL
1508;55170;DPL
1405;64250;DPL
1405;57985;DPL
1405;65170;DPL
1405;51239;DPL
1747;44002;DPL
1302;59857;DPL
1302;45741;DPL
1302;60244;DPL
1262;39562;DPL
1262;28108;DPL
1262;31875;DPL
1061;57591;DPL
1061;43328;DPL
1061;52054;DPL
1116;9027;DPL
605;12096;DPL
1149;11697;DPL
1149;15716;DPL
968;5499;DPL
1121;3659;DPL
1121;33342;DPL
1121;7699;DPL
1121;16712;DPL
1121;59684;DPL
1121;53193;DPL
1121;17967;DPL
1121;59540;DPL
1121;11421;DPL
1121;5244;DPL
1121;39506;DPL
1121;64485;DPL
1275;50421;DPL
767;8898;DPL
767;4772;DPL
1456;9765;DPL
1456;57965;DPL
1456;50678;DPL
1456;22155;DPL
729;36839;DPL
866;20110;DPL
1661;13855;DPL
1721;34244;DPL
1721;26787;DPL
1357;40174;DPL
1357;4080;DPL
1357;22415;DPL
1357;22629;DPL
1357;63678;DPL
1357;13376;DPL
771;11342;DPL
771;13556;DPL
771;45505;DPL
1028;29520;DPL
1028;6406;DPL
1575;13383;DPL
291;32894;DPL
291;6937;DPL
398;4906;DPL
1197;23573;DPL
634;56917;DPL
1299;5744;DPL
1299;9217;DPL
1299;28111;DPL
1299;49388;DPL
1299;15205;DPL
1299;3079;DPL
1299;63909;DPL
1299;60277;DPL
1299;21758;DPL
1299;10835;DPL
1299;20226;DPL
441;49250;DPL
872;18956;DPL
808;40148;DPL
808;66568;DPL
1355;9570;DPL
990;54879;DPL
335;19878;DPL
756;27098;DPL
756;19637;DPL
1775;40001;DPL
317;8219;DPL
317;17665;DPL
1588;54143;DPL
1588;55660;DPL
1155;21141;DPL
527;35205;DPL
1065;41491;DPL
1065;28000;DPL
1065;35688;DPL
423;23688;DPL
1542;28601;DPL
1542;37778;DPL
1542;62513;DPL
1542;55817;DPL
1542;22320;DPL
1542;51318;DPL
1542;32211;DPL
1542;21587;DPL
1224;16277;DPL
1224;11077;DPL
1531;16980;DPL
1531;14567;DPL
1531;20971;DPL
1531;35747;DPL
1531;25000;DPL
1336;48353;DPL
1336;16810;DPL
919;36959;DPL
364;44983;DPL
1646;15347;DPL
460;45492;DPL
1495;22573;DPL
1799;66615;DPL
541;10396;DPL
541;40571;DPL
894;32109;DPL
1525;34004;DPL
1525;65496;DPL
1525;28940;DPL
1525;45214;DPL
1525;52246;DPL
1525;30835;DPL
1525;56870;DPL
1525;41599;DPL
1525;42528;DPL
794;57187;DPL
557;32798;DPL
502;12117;DPL
1393;51409;DPL
1393;63922;DPL
1393;40421;DPL
1393;43979;DPL
1393;16112;DPL
1393;55320;DPL
1491;4765;DPL
1491;9085;DPL
371;47308;DPL
371;36737;DPL
1584;40777;DPL
1584;36133;DPL
1325;53922;DPL
1325;49488;DPL
1325;21623;DPL
1325;60365;DPL
1325;10274;DPL
1325;6089;DPL
1325;39159;DPL
1325;38726;DPL
1101;21521;DPL
1101;58095;DPL
1101;53125;DPL
1101;43724;DPL
1101;43115;DPL
1101;61510;DPL
1101;64846;DPL
1029;35605;DPL
1029;7692;DPL
870;8932;DPL
1280;61139;DPL
1280;23265;DPL
507;61933;DPL
536;40861;DPL
536;36523;DPL
536;44894;DPL
1594;32444;DPL
1594;47917;DPL
1594;60340;DPL
773;37434;DPL
773;41036;DPL
1536;59310;DPL
1536;33354;DPL
881;9115;DPL
1203;40036;DPL
1203;43082;DPL
1203;47427;DPL
488;13926;DPL
488;9781;DPL
1254;28127;DPL
1254;35160;DPL
309;19677;DPL
900;22796;DPL
900;48853;DPL
809;32991;DPL
404;5004;DPL
404;63938;DPL
596;41127;DPL
908;31455;DPL
838;64773;DPL
838;28180;DPL
838;23763;DPL
838;32169;DPL
838;19141;DPL
838;32285;DPL
765;55731;DPL
765;35106;DPL
820;40489;DPL
1505;62260;DPL
1481;46593;DPL
1481;26145;DPL
1481;50299;DPL
1481;13640;DPL
1481;37973;DPL
1481;42025;DPL
1244;63773;DPL
1585;23814;DPL
1585;4995;DPL
1585;38410;DPL
1585;48106;DPL
1585;26403;DPL
1585;49059;DPL
1585;42214;DPL
789;63534;DPL
789;22919;DPL
789;31396;DPL
789;17851;DPL
789;33062;DPL
928;16969;DPL
1044;36655;DPL
1484;10481;DPL
1484;62752;DPL
1484;66321;DPL
1484;4651;DPL
1484;15418;DPL
965;10134;DPL
577;5210;DPL
1813;59043;DPL
1813;58214;DPL
1813;54630;DPL
1813;54337;DPL
1813;46467;DPL
1813;60975;DPL
1813;45812;DPL
1856;59043;DPL
1856;58214;DPL
1856;54630;DPL
1856;54337;DPL
1856;46467;DPL
1856;60975;DPL
720;9493;DPL
720;66019;DPL
849;48711;DPL
847;8925;DPL
847;64807;DPL
847;38971;DPL
847;6838;DPL
847;6145;DPL
847;42506;DPL
847;56212;DPL
847;60269;DPL
847;45269;DPL
847;52838;DPL
847;40593;DPL
918;60920;DPL
918;8531;DPL
1181;3112;DPL
1181;61556;DPL
1181;10976;DPL
1181;13238;DPL
1181;7529;DPL
1181;33746;DPL
1181;21305;DPL
272;13385;DPL
631;33560;DPL
1161;32958;DPL
1161;33557;DPL
1428;54373;DPL
1428;66844;DPL
416;51957;DPL
1070;38146;DPL
1070;24762;DPL
1462;65601;DPL
1462;60457;DPL
1783;58410;DPL
1783;9975;DPL
1783;64542;DPL
1352;4663;DPL
1352;28493;DPL
1352;58521;DPL
655;8866;DPL
956;61100;DPL
956;9583;DPL
956;15154;DPL
956;23102;DPL
956;51166;DPL
956;4233;DPL
1404;25601;DPL
1404;21187;DPL
449;35186;DPL
449;30613;DPL
451;35186;DPL
451;30613;DPL
451;66625;DPL
1473;51847;DPL
297;36249;DPL
815;26446;DPL
815;22409;DPL
815;16398;DPL
1659;45175;DPL
1659;59476;DPL
1659;55246;DPL
1659;34019;DPL
1659;41570;DPL
1214;26245;DPL
1214;55317;DPL
1214;49763;DPL
1399;57410;DPL
1670;4213;DPL
666;61653;DPL
921;33665;DPL
921;36575;DPL
921;40578;DPL
1638;49072;DPL
1359;34127;DPL
1807;42006;DPL
267;29488;DPL
492;64655;DPL
492;41800;DPL
492;10613;DPL
492;6086;DPL
1608;60672;DPL
1608;66033;DPL
1608;19110;DPL
1608;24365;DPL
599;63612;DPL
645;34414;DPL
645;27571;DPL
1250;10996;DPL
1573;30449;DPL
1439;32912;DPL
1439;46826;DPL
1439;35193;DPL
1439;13055;DPL
1439;8859;DPL
1439;4624;DPL
1439;63229;DPL
1439;66018;DPL
1439;14187;DPL
1439;23205;DPL
1439;17053;DPL
1439;14367;DPL
1439;66015;DPL
359;8165;DPL
322;11889;DPL
1098;16679;DPL
1098;43368;DPL
653;45590;DPL
653;17555;DPL
653;19042;DPL
1145;58720;DPL
1077;14501;DPL
308;5413;DPL
1728;42784;DPL
776;25265;DPL
776;55048;DPL
776;18580;DPL
776;28307;DPL
776;6634;DPL
776;49128;DPL
776;31913;DPL
776;32303;DPL
776;37514;DPL
776;41044;DPL
776;32838;DPL
556;15953;DPL
556;19796;DPL
556;37746;DPL
556;26557;DPL
1518;5315;DPL
537;28430;DPL
668;17232;DPL
668;35365;DPL
668;9011;DPL
668;64756;DPL
668;13820;DPL
526;50114;DPL
526;37474;DPL
560;37521;DPL
1690;12763;DPL
1688;17850;DPL
1025;53237;DPL
1025;33598;DPL
503;26186;DPL
503;37920;DPL
503;42420;DPL
503;16105;DPL
569;20942;DPL
1841;66412;DPL
1841;55720;DPL
1667;14809;DPL
1667;56672;DPL
1667;44692;DPL
1361;11656;DPL
1361;14145;DPL
1361;7010;DPL
1766;37026;DPL
1766;14043;DPL
1766;43388;DPL
1219;48351;DPL
980;9238;DPL
1307;35997;DPL
1215;34517;DPL
1215;11537;DPL
1215;4669;DPL
1215;24671;DPL
1215;15783;DPL
1798;65668;DPL
1798;28245;DPL
1798;23693;DPL
281;40657;DPL
1142;51341;DPL
1426;15472;DPL
1426;38982;DPL
1426;64979;DPL
1426;36600;DPL
1742;49409;DPL
454;21364;DPL
454;60001;DPL
1723;3220;DPL
1723;14943;DPL
947;34391;DPL
947;13391;DPL
1128;60881;DPL
1128;58848;DPL
509;21045;DPL
781;58792;DPL
1700;31118;DPL
1700;43012;DPL
1700;38541;DPL
1700;47620;DPL
200;49569;DPL
265;34672;DPL
265;11317;DPL
265;34389;DPL
265;41247;DPL
1371;62009;DPL
1371;51750;DPL
828;22216;DPL
828;17893;DPL
479;59311;DPL
479;56563;DPL
499;60336;DPL
499;18861;DPL
1686;54931;DPL
1686;60106;DPL
1686;9483;DPL
783;52758;DPL
823;62548;DPL
485;64718;DPL
1113;35829;DPL
1112;32311;DPL
1112;20454;DPL
1780;39304;DPL
1780;15030;DPL
1604;32133;DPL
741;48430;DPL
1598;46329;DPL
1598;31897;DPL
260;59864;DPL
1348;46950;DPL
1348;40242;DPL
1561;57762;DPL
1561;58698;DPL
1561;30840;DPL
1561;40057;DPL
1561;61904;DPL
1561;40692;DPL
970;41917;DPL
970;30118;DPL
970;23897;DPL
970;31142;DPL
970;34285;DPL
1004;41366;DPL
1004;36105;DPL
749;39871;DPL
749;4655;DPL
708;13569;DPL
1314;44946;DPL
1314;66110;DPL
1314;53846;DPL
1314;47167;DPL
1314;47347;DPL
546;64948;DPL
909;16028;DPL
624;48228;DPL
624;53311;DPL
624;57621;DPL
624;11779;DPL
624;7164;DPL
929;64118;DPL
929;45206;DPL
929;66531;DPL
929;58140;DPL
929;49220;DPL
702;57753;DPL
702;33544;DPL
395;9080;DPL
1297;60571;DPL
785;7599;DPL
785;57590;DPL
785;53867;DPL
1218;7814;DPL
1218;57184;DPL
1218;2751;DPL
1218;61097;DPL
1218;59844;DPL
1218;28784;DPL
421;16946;DPL
421;19030;DPL
567;18374;DPL
1703;40153;DPL
1703;29890;DPL
1703;30113;DPL
714;4678;DPL
714;66005;DPL
1420;45289;DPL
1420;35217;DPL
1420;43720;DPL
1420;34153;DPL
1420;40551;DPL
1420;59153;DPL
1420;3792;DPL
1420;65919;DPL
1420;41464;DPL
1420;15377;DPL
1420;15296;DPL
1420;34012;DPL
1420;31510;DPL
1420;21029;DPL
1420;41054;DPL
1420;28372;DPL
1420;35960;DPL
365;55656;DPL
1237;35896;DPL
1237;65985;DPL
1237;5019;DPL
1160;28475;DPL
1160;32596;DPL
1160;60472;DPL
1160;47445;DPL
1160;17328;DPL
1160;59632;DPL
1160;49764;DPL
1045;31228;DPL
519;61773;DPL
428;11050;DPL
1610;64809;DPL
1610;16506;DPL
1610;17601;DPL
1610;38474;DPL
1610;53166;DPL
1610;64928;DPL
1610;50248;DPL
1610;38275;DPL
1610;52029;DPL
1610;3977;DPL
376;13972;DPL
376;19843;DPL
376;16099;DPL
420;49107;DPL
1417;27163;DPL
1417;22466;DPL
446;21296;DPL
1627;31644;DPL
1627;22066;DPL
2064;24463;DPL
1530;25673;DPL
1530;33223;DPL
2039;45450;DPL
2176;11827;DPL
2176;65417;DPL
2176;52236;DPL
2176;12571;DPL
1557;30504;DPL
1557;35729;DPL
1557;17378;DPL
1557;48631;DPL
1092;63862;DPL
1092;60300;DPL
1221;53464;DPL
1797;57064;DPL
1797;22951;DPL
1797;53282;DPL
1797;40790;DPL
1797;30943;DPL
1797;38573;DPL
1459;48336;DPL
1319;21236;DPL
1319;25433;DPL
1319;29008;DPL
2162;33548;DPL
1067;14004;DPL
2605;47788;DPL
2605;8002;DPL
2605;51251;DPL
2605;25326;DPL
2605;28420;DPL
2605;48504;DPL
2605;58076;DPL
2081;27998;DPL
2081;47545;DPL
2081;27124;DPL
2081;35606;DPL
2155;45110;DPL
1153;42603;DPL
1153;17978;DPL
1153;64501;DPL
1153;17024;DPL
1153;32803;DPL
1153;63586;DPL
1153;17697;DPL
1153;45353;DPL
1153;4670;DPL
1153;66826;DPL
2209;30787;DPL
2209;55486;DPL
2209;18965;DPL
2209;52115;DPL
2210;48384;DPL
1967;10343;DPL
1967;11122;DPL
1967;13382;DPL
1967;20422;DPL
1967;34851;DPL
1967;39779;DPL
1967;4152;DPL
1967;15669;DPL
100;62847;DPL
100;49051;DPL
100;57749;DPL
100;3706;DPL
100;65613;DPL
100;54086;DPL
100;43875;DPL
96;48534;DPL
96;29470;DPL
96;25207;DPL
96;10380;DPL
96;19923;DPL
96;19913;DPL
96;22859;DPL
96;26991;DPL
96;65706;DPL
96;53977;DPL
96;11466;DPL
96;5817;DPL
96;28585;DPL
96;10441;DPL
96;3656;DPL
96;16501;DPL
96;52926;DPL
96;11991;DPL
96;39261;DPL
96;29805;DPL
1026;14235;DPL
1026;43442;DPL
2167;28021;DPL
1030;43346;DPL
1030;35750;DPL
1030;30475;DPL
1030;35136;DPL
1517;9887;DPL
1517;63053;DPL
1095;25744;DPL
1095;37317;DPL
2150;52287;DPL
1719;11644;DPL
1684;28139;DPL
1684;19968;DPL
2009;16338;DPL
2009;12424;DPL
1191;31474;DPL
1191;43861;DPL
1191;56131;DPL
1191;61031;DPL
1235;15237;DPL
1235;20853;DPL
1649;37903;DPL
1649;50257;DPL
1649;44519;DPL
2073;36988;DPL
129;31721;DPL
129;39337;DPL
2179;23244;DPL
3;23789;DPL
1923;16218;DPL
1923;20627;DPL
1923;29260;DPL
188;21843;DPL
2241;25643;DPL
2241;41977;DPL
1227;5263;DPL
1227;9292;DPL
2015;65648;DPL
2015;56611;DPL
1080;19210;DPL
1597;53574;DPL
2021;7401;DPL
1141;13644;DPL
1141;48165;DPL
1141;66026;DPL
1748;24690;DPL
1748;15560;DPL
1748;5938;DPL
1748;16665;DPL
2038;33789;DPL
2038;40364;DPL
1767;6926;DPL
2201;38152;DPL
2201;49472;DPL
1695;38026;DPL
1695;46547;DPL
1695;50490;DPL
2594;15494;DPL
1858;35444;DPL
1858;29425;DPL
1858;10574;DPL
1858;20343;DPL
1858;39644;DPL
1858;36232;DPL
1858;22088;DPL
2037;64728;DPL
1379;33486;DPL
1511;35763;DPL
1546;66420;DPL
1182;13655;DPL
1866;22401;DPL
1866;14916;DPL
1866;44125;DPL
1866;54920;DPL
94;6239;DPL
94;9876;DPL
1974;66813;DPL
1974;5464;DPL
1974;41933;DPL
1974;58418;DPL
1974;17274;DPL
1974;63672;DPL
1974;14452;DPL
1974;10162;DPL
1974;21052;DPL
91;64788;DPL
91;45782;DPL
1156;12290;DPL
1960;31732;DPL
1960;38399;DPL
1537;44099;DPL
1543;10977;DPL
2052;50120;DPL
1626;43428;DPL
1626;31364;DPL
1706;47331;DPL
1706;36654;DPL
1039;45983;DPL
1039;58152;DPL
1039;55229;DPL
1233;45482;DPL
2027;59198;DPL
2027;65993;DPL
1926;54317;DPL
1765;39361;DPL
1765;43077;DPL
1765;48107;DPL
1983;45431;DPL
1983;12933;DPL
1983;60217;DPL
1983;20652;DPL
1983;9991;DPL
2132;19502;DPL
1323;9342;DPL
1323;30257;DPL
1323;34430;DPL
1323;5225;DPL
1833;41961;DPL
1833;36338;DPL
1833;38639;DPL
1833;37104;DPL
1833;34741;DPL
1833;8470;DPL
1833;36570;DPL
1833;19376;DPL
1833;28626;DPL
1833;60228;DPL
1833;14041;DPL
1833;45789;DPL
1833;50620;DPL
1140;18685;DPL
1140;10908;DPL
1140;22811;DPL
2573;41504;DPL
2573;36277;DPL
1689;66042;DPL
1689;27577;DPL
1689;12889;DPL
2041;27814;DPL
2041;9517;DPL
2041;32955;DPL
193;29215;DPL
183;63115;DPL
1311;64909;DPL
1311;52939;DPL
1311;61749;DPL
1722;21906;DPL
1722;20974;DPL
1722;19322;DPL
1514;6604;DPL
2601;6908;DPL
59;40529;DPL
59;42491;DPL
2240;66171;DPL
2240;57400;DPL
2240;55422;DPL
1943;34180;DPL
2023;20923;DPL
1290;40866;DPL
1587;43400;DPL
1587;51679;DPL
1587;41602;DPL
1587;64618;DPL
1587;60618;DPL
1062;59178;DPL
1062;46703;DPL
1450;50735;DPL
2175;17593;DPL
2208;42950;DPL
2208;58757;DPL
1877;29723;DPL
1877;37417;DPL
1877;33651;DPL
1877;30139;DPL
1810;3642;DPL
1810;45497;DPL
1127;59980;DPL
1127;54690;DPL
1527;54610;DPL
1527;49053;DPL
1527;56984;DPL
1527;43990;DPL
1760;6991;DPL
1760;62224;DPL
1273;42059;DPL
1631;36366;DPL
1795;58335;DPL
2054;5122;DPL
2207;40642;DPL
1278;6068;DPL
1296;53489;DPL
1261;17420;DPL
1581;58008;DPL
1894;39138;DPL
1894;36269;DPL
1894;39701;DPL
2244;21280;DPL
108;44258;DPL
108;31921;DPL
108;35806;DPL
108;5786;DPL
108;14866;DPL
108;22096;DPL
108;39655;DPL
160;31398;DPL
160;31675;DPL
1300;5619;DPL
2042;15926;DPL
1441;18984;DPL
1441;41675;DPL
76;20463;DPL
76;65418;DPL
76;28308;DPL
1066;24056;DPL
134;7717;DPL
42;4781;DPL
42;15602;DPL
1975;33046;DPL
1105;46858;DPL
2048;8139;DPL
1962;66134;DPL
1452;43701;DPL
1421;15526;DPL
1836;38954;DPL
1836;21333;DPL
1836;28674;DPL
1836;42234;DPL
1836;48596;DPL
1836;24424;DPL
1836;25826;DPL
2575;22443;DPL
1574;12012;DPL
1217;60201;DPL
1308;7413;DPL
1308;49127;DPL
1655;27612;DPL
1772;4137;DPL
1772;34480;DPL
1772;30008;DPL
1497;55174;DPL
2216;44584;DPL
2216;60188;DPL
2216;58483;DPL
2216;58644;DPL
2216;52755;DPL
2029;6867;DPL
2029;26042;DPL
1326;20970;DPL
1027;27333;DPL
1027;20986;DPL
1292;44877;DPL
1292;50806;DPL
1229;5851;DPL
1229;63399;DPL
121;20033;DPL
1941;21946;DPL
1373;25105;DPL
1373;40258;DPL
1373;62821;DPL
1373;60063;DPL
1479;65628;DPL
1479;4792;DPL
1479;8873;DPL
2187;17193;DPL
2187;13854;DPL
1133;50049;DPL
1494;38116;DPL
1494;37480;DPL
1909;35487;DPL
1909;14552;DPL
1909;27452;DPL
1909;64548;DPL
1909;22522;DPL
1909;19483;DPL
1909;18177;DPL
1193;31351;DPL
1193;63971;DPL
1193;58175;DPL
1193;53090;DPL
1392;42792;DPL
1392;13981;DPL
2192;11689;DPL
1749;59074;DPL
1749;35768;DPL
1749;46568;DPL
1321;17754;DPL
166;54777;DPL
166;48087;DPL
166;37656;DPL
2213;23634;DPL
2213;21509;DPL
2213;51438;DPL
2213;39011;DPL
2131;9265;DPL
1162;25056;DPL
1162;45575;DPL
1709;7209;DPL
1709;56625;DPL
1709;3257;DPL
1709;37220;DPL
1709;22534;DPL
1709;15724;DPL
2217;31435;DPL
2217;42797;DPL
1488;29181;DPL
1488;4459;DPL
1987;3081;DPL
1699;59214;DPL
1699;46836;DPL
1492;54766;DPL
1492;65529;DPL
2012;3274;DPL
12;49232;DPL
12;63347;DPL
1665;52320;DPL
1665;14202;DPL
1665;28688;DPL
1082;27886;DPL
1082;59193;DPL
228;61564;DPL
228;64993;DPL
228;54167;DPL
1827;21229;DPL
1827;31884;DPL
1827;55474;DPL
1827;13183;DPL
1827;52407;DPL
1397;3323;DPL
1397;17508;DPL
1899;23334;DPL
1899;35516;DPL
1523;7635;DPL
1523;64413;DPL
1523;3093;DPL
240;47669;DPL
1503;24721;DPL
1503;23286;DPL
2074;4125;DPL
2074;16973;DPL
1614;26308;DPL
1614;12312;DPL
1614;50590;DPL
2222;63522;DPL
2078;11312;DPL
2078;14205;DPL
2091;43599;DPL
1929;32757;DPL
2184;38179;DPL
2184;49365;DPL
1593;32419;DPL
1122;23586;DPL
1122;30002;DPL
2220;30682;DPL
2220;24606;DPL
2220;11064;DPL
2180;49304;DPL
170;64152;DPL
170;18131;DPL
170;38544;DPL
2233;46989;DPL
1186;19915;DPL
1377;58654;DPL
1377;52767;DPL
1377;52479;DPL
1377;19353;DPL
1377;7106;DPL
1377;13982;DPL
2239;61519;DPL
2239;10561;DPL
1864;4229;DPL
1864;7856;DPL
1400;12338;DPL
1400;49326;DPL
1400;27501;DPL
1400;49936;DPL
1400;45648;DPL
1097;52389;DPL
1912;24610;DPL
1912;27621;DPL
1912;32685;DPL
1912;42793;DPL
1912;32713;DPL
1912;8372;DPL
1912;49788;DPL
1912;45907;DPL
2163;33700;DPL
1920;41154;DPL
2049;33907;DPL
2043;13305;DPL
181;65922;DPL
2588;10600;DPL
2069;55053;DPL
132;31366;DPL
132;48618;DPL
132;60777;DPL
132;44431;DPL
2203;24855;DPL
1147;18221;DPL
2190;14194;DPL
2190;2714;DPL
2115;3251;DPL
2202;53332;DPL
2202;40960;DPL
1179;17014;DPL
1347;42045;DPL
1347;64275;DPL
1260;28694;DPL
2607;14987;DPL
2146;64213;DPL
1551;20835;DPL
1991;66081;DPL
1991;32734;DPL
1991;58495;DPL
1991;7440;DPL
1991;51139;DPL
1991;14865;DPL
1991;53511;DPL
1991;31139;DPL
1991;3275;DPL
1991;52061;DPL
1991;12603;DPL
1455;53953;DPL
1455;65997;DPL
2596;49449;DPL
1223;19748;DPL
1223;66141;DPL
1223;50607;DPL
1482;48706;DPL
232;11651;DPL
1607;40987;DPL
1607;9894;DPL
2183;62565;DPL
2183;10615;DPL
2183;5896;DPL
2122;19318;DPL
2050;43002;DPL
1171;56998;DPL
1602;36225;DPL
1301;39086;DPL
1902;43435;DPL
1902;28652;DPL
1412;35080;DPL
2075;62466;DPL
171;63606;DPL
171;51615;DPL
171;59865;DPL
171;54019;DPL
171;58297;DPL
171;3849;DPL
2080;7990;DPL
1363;29151;DPL
1363;4493;DPL
37;53714;DPL
1329;58142;DPL
1033;6457;DPL
1033;60752;DPL
1033;2979;DPL
1158;17836;DPL
1158;9439;DPL
2224;58182;DPL
1803;19696;DPL
1757;3096;DPL
1043;62239;DPL
1043;9800;DPL
1043;8616;DPL
1433;9314;DPL
1433;63122;DPL
1433;4680;DPL
2247;53952;DPL
2247;43804;DPL
2247;31138;DPL
2247;32738;DPL
2247;8047;DPL
1115;20609;DPL
1115;18458;DPL
1266;48710;DPL
1167;4505;DPL
2610;11367;DPL
1519;20015;DPL
1921;4784;DPL
1685;26415;DPL
2066;27566;DPL
1592;24388;DPL
1592;33056;DPL
102;50381;DPL
102;29279;DPL
102;24529;DPL
102;47379;DPL
102;12440;DPL
1824;27956;DPL
1824;23517;DPL
1824;27460;DPL
1885;56598;DPL
1885;58304;DPL
1885;50652;DPL
1885;49421;DPL
1989;18744;DPL
1989;14669;DPL
1648;21295;DPL
1648;6631;DPL
1648;5211;DPL
1648;63005;DPL
1648;8490;DPL
1763;26788;DPL
1763;34139;DPL
124;13080;DPL
124;10025;DPL
1050;36937;DPL
2035;16408;DPL
2035;12854;DPL
146;38960;DPL
6;15040;DPL
6;44209;DPL
6;38236;DPL
6;46339;DPL
2087;32213;DPL
23;43288;DPL
23;39156;DPL
2018;48639;DPL
2018;54934;DPL
1860;51897;DPL
1615;12255;DPL
2141;26560;DPL
81;25550;DPL
81;28227;DPL
78;62450;DPL
1611;35058;DPL
1816;29922;DPL
235;41269;DPL
235;56878;DPL
2031;21017;DPL
1143;65970;DPL
1143;51324;DPL
1143;8650;DPL
1143;62712;DPL
1143;4129;DPL
1143;56136;DPL
2022;25740;DPL
2022;30156;DPL
70;10421;DPL
70;14752;DPL
70;10707;DPL
29;20371;DPL
1642;5185;DPL
1384;55738;DPL
1384;18803;DPL
2109;18024;DPL
1586;32924;DPL
1586;42626;DPL
1662;22107;DPL
1662;19355;DPL
1662;23838;DPL
1662;6025;DPL
1662;13872;DPL
1982;26695;DPL
1982;21074;DPL
1793;62425;DPL
1793;24736;DPL
1793;61143;DPL
1800;54129;DPL
1800;48523;DPL
1800;56185;DPL
1800;60653;DPL
2170;9343;DPL
2170;61645;DPL
2170;47901;DPL
2194;13678;DPL
2194;37452;DPL
2194;20877;DPL
2194;54168;DPL
1918;19827;DPL
1918;49683;DPL
1918;63858;DPL
1553;28750;DPL
1553;53444;DPL
1903;18665;DPL
1903;31517;DPL
1903;20864;DPL
1448;61740;DPL
1448;21809;DPL
1448;18334;DPL
1448;14965;DPL
1448;52411;DPL
1448;63908;DPL
2590;57851;DPL
151;42959;DPL
151;35837;DPL
1736;30067;DPL
1736;10492;DPL
1279;10173;DPL
1567;54312;DPL
1739;34101;DPL
1739;60866;DPL
2211;17055;DPL
1099;62887;DPL
1698;42815;DPL
1633;13665;DPL
1035;15571;DPL
1035;30662;DPL
2236;18053;DPL
2236;32505;DPL
1578;65888;DPL
1578;4347;DPL
1718;7487;DPL
1418;62790;DPL
1418;9394;DPL
1418;59786;DPL
1418;22377;DPL
1516;14443;DPL
2114;33025;DPL
2114;18727;DPL
1559;10730;DPL
1559;18226;DPL
1559;17513;DPL
1704;30937;DPL
1704;59034;DPL
1704;24674;DPL
1704;6199;DPL
1704;6484;DPL
1704;63093;DPL
1704;55570;DPL
1704;60858;DPL
1216;3123;DPL
1216;17964;DPL
1216;49982;DPL
1216;36809;DPL
180;4300;DPL
2139;44754;DPL
2189;17373;DPL
2189;16351;DPL
2189;22388;DPL
2189;9613;DPL
2189;4188;DPL
2189;30724;DPL
57;16381;DPL
57;6015;DPL
57;22104;DPL
1453;60570;DPL
1624;40670;DPL
1936;9723;DPL
1936;65233;DPL
1936;8999;DPL
1936;5704;DPL
1936;17909;DPL
1936;5685;DPL
1936;54105;DPL
1936;13230;DPL
1872;16614;DPL
1872;22627;DPL
1102;37135;DPL
1645;53514;DPL
1570;29661;DPL
1570;21376;DPL
1388;28088;DPL
2120;38828;DPL
2120;43110;DPL
1349;46519;DPL
1349;20073;DPL
1349;24220;DPL
1335;59508;DPL
1335;13371;DPL
1978;37217;DPL
1978;23228;DPL
1978;25021;DPL
1978;31089;DPL
1978;19523;DPL
1947;10251;DPL
1947;62970;DPL
86;24443;DPL
83;63635;DPL
83;11159;DPL
83;62508;DPL
83;6495;DPL
1791;55277;DPL
1791;15857;DPL
1791;44673;DPL
1791;57721;DPL
1791;59292;DPL
1791;56592;DPL
1791;24381;DPL
1791;64002;DPL
2013;39324;DPL
2013;48030;DPL
1430;20453;DPL
1913;23019;DPL
1913;38347;DPL
1913;39509;DPL
1913;28033;DPL
1913;12540;DPL
1913;50147;DPL
1913;18968;DPL
1913;14632;DPL
1913;65090;DPL
1913;42319;DPL
21;39833;DPL
21;16817;DPL
98;16327;DPL
2020;65300;DPL
2020;40831;DPL
2020;62689;DPL
126;62898;DPL
126;32076;DPL
2077;53451;DPL
1443;52592;DPL
2098;50047;DPL
2245;8625;DPL
2597;20191;DPL
1955;30144;DPL
1955;34490;DPL
1955;21267;DPL
1955;64572;DPL
1955;52365;DPL
1955;63651;DPL
1955;47156;DPL
1955;62986;DPL
1955;36719;DPL
1955;4509;DPL
1955;6295;DPL
1955;35600;DPL
1955;66464;DPL
1955;54715;DPL
1955;25143;DPL
2096;52823;DPL
138;61870;DPL
138;52729;DPL
1970;45267;DPL
1970;47997;DPL
1970;42433;DPL
1328;29451;DPL
1964;29214;DPL
1964;17981;DPL
1964;43818;DPL
1964;27359;DPL
1964;44153;DPL
1964;25668;DPL
1691;58561;DPL
1691;60780;DPL
2014;44322;DPL
1621;48246;DPL
1621;44148;DPL
2101;19121;DPL
1839;16759;DPL
2166;48401;DPL
1341;56588;DPL
1341;43693;DPL
2095;56252;DPL
245;13157;DPL
245;26102;DPL
157;18863;DPL
157;22876;DPL
40;8091;DPL
40;5170;DPL
40;12477;DPL
1609;33950;DPL
2030;19666;DPL
2126;29089;DPL
2126;21680;DPL
2168;27381;DPL
